www.kimsuniversity.in,"Krishna School of Dental Sciences, Karad (Id: C-23036)"
www.knpvc.in,"Krantisinh Nana Patil College of Veterinary Science, Shirwal (Id: C-44024)"
www.belairpanchgani.org,"Bel-Air College of Nursing (B.Sc.), Bel-Air Hospital, Panchgani, Dist-Satara (Id: C-13955)"
www.riarchmayani.com,"Rural Ayurved Mahavidyalay & Research Centre,  Mayani, Tal. Khatav, Dist. Satara. (Id: C-13826)"
www.sawkarhmc.com,"Sawkar Homoeopathic Medical College, Satara 415004 (Id: C-13815)"
aryanglavaidyak.com,"S.C.Mutha Aryangla Vaidyak College, Satara (Id: C-13745)"
,"SHRI CHHATRAPATI SHIVAJI EDUCATION SOCIETYS INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MAYANI, KHATAV (Id: C-49801)"
,"COLLAGE OF AGRICULTURE, KARAD (Id: C-50709)"
,"COLLEGE OF AGRICULTURE, PHALTAN (Id: C-50702)"
www.mokashipratishthan.org,"DADASAHEB MOKASHI COLLEGE OF AGRICULTURAL ENGINEERING AND TECHNOLOGY, RAJMACHI (Id: C-55185)"
www.mokashipratishthan.org,"DADASAHEB MOKASHI COLLEGE OF AGRICULTURE, RAJMACHI (Id: C-50754)"
www.mpkv.mah.nic.in,"KRISHNA COLLEGE OF AGRICULTURE, RETHARE BUDRUK (Id: C-50755)"
www.mokashipratishthan.org,"MOKASHI COLLEGE OF FOOD TECHNOLOGY, KARAD (Id: C-50752)"
,"SAHYADRI COLLEGE OF AGRICULTURAL ENGINEERING, YESHWANTNAGAR (Id: C-50751)"
,"SHREEMANT SHIVAJIRAJE COLLEGE OF HORTICULTURE, PHALTAN (Id: C-50701)"
www.abhinavengg.org,"Abhinav Education Society College of Engineering  & Technology, Vaddwadi, (Id: C-11223)"
www.agce.sets.edu.in,"Aravind Gavali College of Engineering, Gat, Panmalewadi, (Id: C-11245)"
www.sets.edu.in,"Aravind Gavali College of Pharmacy, (Id: C-10995)"
www.artsandcommercecollegesatara.com,"Arts and Commerce College, 51, Yadogopal Peth (Id: C-11085)"
